Key | Superior Key | Key Cui | Superior Key Cui | Key Semantictype | Superior Key Semantictype | Key Location | Superior Key Location
2nd | 2nd | [C0205436] | [C0205436]| [ quantitative concept ]  |  [ quantitative concept ]  | 305502 | 305502
weighing | weighing | [C1305866] | [C1305866]| [ health care activity ]  |  [ health care activity ]  | 46285 | 46285
sharp | merck sharp & dohme | [C1444775] | [C0331864]| [ finding ]  |  [ health care related organization ]  | 224093 | 224087
treatment group | treatment group | [C5205742] | [C5205742]| [ population group ]  |  [ population group ]  | 246363 | 246363
microalbuminuria | microalbuminuria | [C0730345] | [C0730345]| [ finding ]  |  [ finding ]  | 105842 | 105842
esc | esc | [C1851476] | [C1851476]| [ finding ]  |  [ finding ]  | 20470 | 20470
policy makers | policy makers | [C0242170] | [C0242170]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 469347 | 469347
nds | nds | [C0057753] | [C0057753]| [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance ]  | 10309 | 10309
penicillins | penicillins | [C0413443] | [C0413443]| [ pathologic function ]  |  [ pathologic function ]  | 174014 | 174014
cardiovascular event | cardiovascular event | [C1320716] | [C1320716]| [ finding ]  |  [ finding ]  | 19776 | 19776
carbohydrate intake | carbohydrate intake | [C2368371] | [C2368371]| [ finding ]  |  [ finding ]  | 143885 | 143885
screen | screen | [C0871311] | [C0871311]| [ health care activity ]  |  [ health care activity ]  | 38376 | 38376
ned | ned | [C1518340] | [C1518340]| [ finding ]  |  [ finding ]  | 7451 | 7451
vibration | vibration perception | [C1883532] | [C0597644]| [ finding ]  |  [ mental process ]  | 176507 | 176507
trial | trial | [C0008976] | [C0008976]| [ research activity ]  |  [ research activity ]  | 6116 | 6116
perception | perception | [C0030971] | [C0030971]| [ mental process ]  |  [ mental process ]  | 176517 | 176517
disorders | disorders | [C0012634] | [C0012634]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 292651 | 292651
urine protein | urine protein | [C1305628] | [C1305628]| [ amino acid, peptide, or protein ]  |  [ amino acid, peptide, or protein ]  | 168198 | 168198
assoc | assoc | [C0332281] | [C0332281]| [ qualitative concept ]  |  [ qualitative concept ]  | 398 | 398
financial compensation | financial compensation | [C0220808] | [C0220808]| [ quantitative concept ]  |  [ quantitative concept ]  | 225599 | 225599
congestive heart failure | congestive heart failure | [C0018802] | [C0018802]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 39116 | 39116
net | net | [C1366441, C1420212, C1456447] | [C1366441, C1420212, C1456447]| [ gene or genome ]  ;  [ gene or genome ]  ;  [ amino acid, peptide, or protein / biologically active substance ]  |  [ gene or genome ]  ;  [ gene or genome ]  ;  [ amino acid, peptide, or protein / biologically active substance ]  | 37505 | 37505
outcomes studies | outcomes studies | [C0543472] | [C0543472]| [ research activity ]  |  [ research activity ]  | 304236 | 304236
belgium | belgium | [C0004950] | [C0004950]| [ geographic area ]  |  [ geographic area ]  | 87164 | 87164
part of | part of | [C1292711] | [C1292711]| [ spatial concept ]  |  [ spatial concept ]  | 107731 | 107731
new | new technologies | [C1553390, C1578513] | [C0683887]| [ idea or concept ]  ;  [ finding ]  |  [ intellectual product ]  | 131610 | 131610
settings | settings | [C4533435] | [C4533435]| [ qualitative concept ]  |  [ qualitative concept ]  | 123095 | 123095
below | below | [C1552829] | [C1552829]| [ idea or concept ]  |  [ idea or concept ]  | 13935 | 13935
background retinopathy | background retinopathy | [C0004608] | [C0004608]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 438549 | 438549
plasma glucose concentration | plasma glucose concentration | [C2584434] | [C2584434]| [ finding ]  |  [ finding ]  | 8927 | 8927
tool | tool | [C0336791] | [C0336791]| [ manufactured object ]  |  [ manufactured object ]  | 75223 | 75223
intervals | intervals | [C1272706] | [C1272706]| [ temporal concept ]  |  [ temporal concept ]  | 153297 | 153297
nightingale | nightingale | [C0326597] | [C0326597]| [ bird ]  |  [ bird ]  | 340565 | 340565
autonomic function | autonomic function | [C0518003] | [C0518003]| [ finding ]  |  [ finding ]  | 178168 | 178168
scales | scales | [C0222045, C0237849] | [C0222045, C0237849]| [ body part, organ, or organ component ]  ;  [ finding ]  |  [ body part, organ, or organ component ]  ;  [ finding ]  | 445467 | 445467
franklin | franklin | [C0018854] | [C0018854]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 404114 | 404114
converging | converging | [C2700387] | [C2700387]| [ activity ]  |  [ activity ]  | 454344 | 454344
antihyperglycemic | antihyperglycemic agents | [C0020616] | [C0020616]| [ pharmacologic substance ]  |  [ pharmacologic substance ]  | 17373 | 17373
cohort study | cohort study | [C0009247] | [C0009247]| [ quantitative concept ]  |  [ quantitative concept ]  | 55133 | 55133
financial | financial compensation | [C1546457] | [C0220808]| [ health care activity ]  |  [ quantitative concept ]  | 225599 | 225599
elderly | elderly | [C1999167] | [C1999167]| [ temporal concept ]  |  [ temporal concept ]  | 383790 | 383790
raining | raining | [C0034640] | [C0034640]| [ natural phenomenon or process ]  |  [ natural phenomenon or process ]  | 94546 | 94546
reaching | reaching | [C2584321] | [C2584321]| [ organism function ]  |  [ organism function ]  | 128996 | 128996
media | media | [C1254021] | [C1254021]| [ tissue ]  |  [ tissue ]  | 22288 | 22288
not controlled | not controlled | [C0205318] | [C0205318]| [ qualitative concept ]  |  [ qualitative concept ]  | 152740 | 152740
around | around | [C0750503] | [C0750503]| [ idea or concept ]  |  [ idea or concept ]  | 99184 | 99184
peripheral neuropathy | peripheral neuropathy | [C0031117] | [C0031117]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 322253 | 322253
disease prevention | disease prevention | [C0679698] | [C0679698]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 233819 | 233819
evi | evi | [C1825410] | [C1825410]| [ gene or genome ]  |  [ gene or genome ]  | 3350 | 3350
douglas | douglas | [C1551777] | [C1551777]| [ population group ]  |  [ population group ]  | 360219 | 360219
sub- | sub- | [C0542339] | [C0542339]| [ spatial concept ]  |  [ spatial concept ]  | 10914 | 10914
heart failure with reduced ejection fraction | heart failure with reduced ejection fraction | [C3839346] | [C3839346]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 213825 | 213825
moderately severe | moderately severe depression | [C4744688] | [C4304583]| [ finding ]  |  [ mental or behavioral dysfunction ]  | 292107 | 292107
fasting blood glucose | fasting blood glucose | [C1261430] | [C1261430]| [ laboratory or test result ]  |  [ laboratory or test result ]  | 102165 | 102165
manifest | manifest | [C1280464] | [C1280464]| [ qualitative concept ]  |  [ qualitative concept ]  | 447404 | 447404
omega 3 fatty acids | omega 3 fatty acids | [C0015689] | [C0015689]| [ organic chemical / pharmacologic substance / biologically active substance ]  |  [ organic chemical / pharmacologic substance / biologically active substance ]  | 162824 | 162824
abstraction | abstraction | [C0679195] | [C0679195]| [ mental process ]  |  [ mental process ]  | 44679 | 44679
transport | transport | [C1317949] | [C1317949]| [ manufactured object ]  |  [ manufactured object ]  | 3896 | 3896
requirement | requirement | [C1514873] | [C1514873]| [ functional concept ]  |  [ functional concept ]  | 155130 | 155130
ml/min | ml/min | [C0439445] | [C0439445]| [ quantitative concept ]  |  [ quantitative concept ]  | 11586 | 11586
korean | korean | [C1556095] | [C1556095]| [ population group ]  |  [ population group ]  | 382 | 382
specific | specific | [C1552740] | [C1552740]| [ intellectual product ]  |  [ intellectual product ]  | 38169 | 38169
risk factor | risk factor assessment | [C0035648] | [C2983699]| [ finding ]  |  [ intellectual product ]  | 408265 | 408265
rated | rated | [C0871208] | [C0871208]| [ activity ]  |  [ activity ]  | 4002 | 4002
risks | risks and benefits | [C0035647] | [C0687742]| [ idea or concept ]  |  [ qualitative concept ]  | 40671 | 40671
dipeptidyl peptidase 4 | dipeptidyl peptidase 4 | [C1414141, C1447020] | [C1414141, C1447020]| [ gene or genome ]  ;  [ amino acid, peptide, or protein / enzyme ]  |  [ gene or genome ]  ;  [ amino acid, peptide, or protein / enzyme ]  | 362067 | 362067
economic evaluation | economic evaluation | [C0150099] | [C0150099]| [ occupational activity ]  |  [ occupational activity ]  | 354191 | 354191
strategy | strategy | [C0679199] | [C0679199]| [ mental process ]  |  [ mental process ]  | 11956 | 11956
forms | forms | [C0348078, C0376315] | [C0348078, C0376315]| [ qualitative concept ]  ;  [ manufactured object ]  |  [ qualitative concept ]  ;  [ manufactured object ]  | 45438 | 45438
long-term | long-term | [C0443252] | [C0443252]| [ temporal concept ]  |  [ temporal concept ]  | 7863 | 7863
contraindicated | contraindicated | [C1444657] | [C1444657]| [ finding ]  |  [ finding ]  | 364021 | 364021
maintain | maintain | [C0721534] | [C0721534]| [ substance ]  |  [ substance ]  | 8073 | 8073
establishing | establishing | [C0443211] | [C0443211]| [ qualitative concept ]  |  [ qualitative concept ]  | 5559 | 5559
sdc1 | sdc1 | [C1419891] | [C1419891]| [ gene or genome ]  |  [ gene or genome ]  | 248406 | 248406
expertise | expertise | [C0870520] | [C0870520]| [ qualitative concept ]  |  [ qualitative concept ]  | 93109 | 93109
nih | nih | [C1513843] | [C1513843]| [ mammal ]  |  [ mammal ]  | 343061 | 343061
total cholesterol | total cholesterol | [C1445957] | [C1445957]| [ laboratory procedure ]  |  [ laboratory procedure ]  | 104577 | 104577
clinical data | clinical data | [C1516606] | [C1516606]| [ intellectual product ]  |  [ intellectual product ]  | 19280 | 19280
professional | professional practice | [C1548286, C1571886] | [C0033284]| [ idea or concept ]  ;  [ intellectual product ]  |  [ occupational activity ]  | 122468 | 122468
skills | skills | [C0678856] | [C0678856]| [ individual behavior ]  |  [ individual behavior ]  | 140076 | 140076
companies | companies | [C0683757] | [C0683757]| [ manufactured object / organization ]  |  [ manufactured object / organization ]  | 190998 | 190998
locally | locally | [C1517927] | [C1517927]| [ spatial concept ]  |  [ spatial concept ]  | 93830 | 93830
meadows | meadows | [C0442534] | [C0442534]| [ spatial concept ]  |  [ spatial concept ]  | 125457 | 125457
past year | past year | [C4086728] | [C4086728]| [ temporal concept ]  |  [ temporal concept ]  | 326771 | 326771
side effects | side effects | [C0877248, C0879626] | [C0877248, C0879626]| [ pathologic function ]  ;  [ pathologic function ]  |  [ pathologic function ]  ;  [ pathologic function ]  | 19137 | 19137
butler | butler | [C0402644] | [C0402644]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 231671 | 231671
exp | exp | [C1417055] | [C1417055]| [ gene or genome ]  |  [ gene or genome ]  | 9089 | 9089
dance | dance | [C1414541] | [C1414541]| [ gene or genome ]  |  [ gene or genome ]  | 15615 | 15615
conclusive | conclusive | [C2828146] | [C2828146]| [ qualitative concept ]  |  [ qualitative concept ]  | 247023 | 247023
models | models | [C0026336] | [C0026336]| [ research device ]  |  [ research device ]  | 98287 | 98287
health system | health system | [C1456613] | [C1456613]| [ governmental or regulatory activity ]  |  [ governmental or regulatory activity ]  | 49720 | 49720
expected | expected | [C1517001] | [C1517001]| [ intellectual product ]  |  [ intellectual product ]  | 98405 | 98405
times per month | times per month | [C0556969] | [C0556969]| [ quantitative concept ]  |  [ quantitative concept ]  | 103333 | 103333
countries | countries | [C0454664] | [C0454664]| [ geographic area ]  |  [ geographic area ]  | 43216 | 43216
monitoring | monitoring of blood pressure | [C1283169] | [C0026426]| [ activity ]  |  [ health care activity ]  | 160154 | 160154
medical sciences | medical sciences | [C0025118] | [C0025118]| [ biomedical occupation or discipline ]  |  [ biomedical occupation or discipline ]  | 197840 | 197840
eye | eye disease | [C1280202] | [C0015397]| [ body part, organ, or organ component ]  |  [ disease or syndrome ]  | 436835 | 436835
clinical practice guidelines | clinical practice guidelines | [C0282451] | [C0282451]| [ intellectual product ]  |  [ intellectual product ]  | 432 | 432
slow | slow | [C0439834] | [C0439834]| [ qualitative concept ]  |  [ qualitative concept ]  | 26618 | 26618
nutritionist | nutritionist | [C0237083] | [C0237083]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 143200 | 143200
old age | old age | [C1999167] | [C1999167]| [ temporal concept ]  |  [ temporal concept ]  | 390848 | 390848
activities of daily living | activities of daily living | [C2242847] | [C2242847]| [ finding ]  |  [ finding ]  | 358429 | 358429
quality assurance | quality assurance testing | [C0178932] | [C0677237]| [ occupational activity ]  |  [ research activity ]  | 325199 | 325199
death rates | death rates | [C0205848] | [C0205848]| [ quantitative concept ]  |  [ quantitative concept ]  | 488632 | 488632
mixes | mixes | [C1979697, C1979760, C1979772, C1979793] | [C1979697, C1979760, C1979772, C1979793]| [ immunologic factor ]  ;  [ immunologic factor ]  ;  [ immunologic factor ]  ;  [ immunologic factor ]  |  [ immunologic factor ]  ;  [ immunologic factor ]  ;  [ immunologic factor ]  ;  [ immunologic factor ]  | 157442 | 157442
social care | social care | [C0419189] | [C0419189]| [ health care activity ]  |  [ health care activity ]  | 291154 | 291154
coping skills | coping skills | [C0086059] | [C0086059]| [ individual behavior ]  |  [ individual behavior ]  | 490275 | 490275
food and drug administration | food and drug administration | [C0041714] | [C0041714]| [ health care related organization ]  |  [ health care related organization ]  | 20388 | 20388
associations | associations | [C0004083] | [C0004083]| [ mental process ]  |  [ mental process ]  | 136341 | 136341
disturbance | disturbance | [C2699787] | [C2699787]| [ qualitative concept ]  |  [ qualitative concept ]  | 158478 | 158478
chronic kidney disease | chronic kidney disease | [C1561643] | [C1561643]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 193106 | 193106
appl | appl | [C1858559] | [C1858559]| [ gene or genome ]  |  [ gene or genome ]  | 10720 | 10720
recommend | recommend | [C0034866] | [C0034866]| [ idea or concept ]  |  [ idea or concept ]  | 3655 | 3655
statistically significant | statistically significant | [C0237881] | [C0237881]| [ quantitative concept ]  |  [ quantitative concept ]  | 110566 | 110566
