Key | Superior Key | Key Cui | Superior Key Cui | Key Semantictype | Superior Key Semantictype | Key Location | Superior Key Location
text | text | [C1527021, C1554111, C1705606] | [C1527021, C1554111, C1705606]| [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  |  [ intellectual product ]  ;  [ intellectual product ]  ;  [ intellectual product ]  | 7583 | 7583
usually | usually | [C3888388] | [C3888388]| [ finding ]  |  [ finding ]  | 25866 | 25866
grams | grams | [C0439208] | [C0439208]| [ quantitative concept ]  |  [ quantitative concept ]  | 211374 | 211374
agendas | agendas | [C0681473] | [C0681473]| [ intellectual product ]  |  [ intellectual product ]  | 83893 | 83893
researchers | researchers | [C0035173] | [C0035173]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 8585 | 8585
oriental | oriental | [C0699027] | [C0699027]| [ plant ]  |  [ plant ]  | 111791 | 111791
office visits | office visits | [C0028900] | [C0028900]| [ health care activity ]  |  [ health care activity ]  | 136473 | 136473
change in | change in | [C0443172] | [C0443172]| [ quantitative concept ]  |  [ quantitative concept ]  | 63633 | 63633
electrical | transcutaneous electrical nerve stimulation | [C0442828] | [C0040654]| [ functional concept ]  |  [ therapeutic or preventive procedure ]  | 236347 | 236332
being | being | [C2987476] | [C2987476]| [ qualitative concept ]  |  [ qualitative concept ]  | 59601 | 59601
classification | classification | [C0678229] | [C0678229]| [ occupational activity ]  |  [ occupational activity ]  | 19289 | 19289
microbial | microbial | [C0445623] | [C0445623]| [ organism ]  |  [ organism ]  | 410232 | 410232
relative risk | relative risk | [C0242492] | [C0242492]| [ quantitative concept ]  |  [ quantitative concept ]  | 221437 | 221437
c ag | c ag | [C0312905] | [C0312905]| [ amino acid, peptide, or protein / immunologic factor ]  |  [ amino acid, peptide, or protein / immunologic factor ]  | 5087 | 5087
spondylarthropathies | spondylarthropathies | [C0949691] | [C0949691]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 112758 | 112758
smoking cessation | smoking cessation | [C1095963] | [C1095963]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 202330 | 202330
messages | messages | [C0470166] | [C0470166]| [ intellectual product ]  |  [ intellectual product ]  | 130689 | 130689
interval | interval | [C1272706] | [C1272706]| [ temporal concept ]  |  [ temporal concept ]  | 24701 | 24701
eye disease | eye disease | [C0015397] | [C0015397]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 147209 | 147209
status | status | [C0699806] | [C0699806]| [ qualitative concept ]  |  [ qualitative concept ]  | 18009 | 18009
doi | doi | [C2348291] | [C2348291]| [ intellectual product ]  |  [ intellectual product ]  | 65 | 65
oxygenase | oxygenase | [C1622683] | [C1622683]| [ molecular function ]  |  [ molecular function ]  | 265383 | 265383
familiarity | familiarity | [C0600269] | [C0600269]| [ mental process ]  |  [ mental process ]  | 44077 | 44077
retinal | retinal toxicity | [C0035298, C0035331] | [C0877104]| [ body part, organ, or organ component ]  ;  [ organic chemical / pharmacologic substance / vitamin ]  |  [ anatomical abnormality ]  | 146189 | 146189
dosages | dosages | [C0178602] | [C0178602]| [ quantitative concept ]  |  [ quantitative concept ]  | 142109 | 142109
skin | of skin cancer | [C1123023, C1278993] | [C0007114]| [ body system ]  ;  [ body system ]  |  [ neoplastic process ]  | 64394 | 64391
lfts | lfts | [C0023901] | [C0023901]| [ laboratory procedure ]  |  [ laboratory procedure ]  | 147670 | 147670
early disease | early disease | [C0679245] | [C0679245]| [ temporal concept ]  |  [ temporal concept ]  | 96797 | 96797
mab | mab | [C0003250] | [C0003250]| [ amino acid, peptide, or protein / immunologic factor ]  |  [ amino acid, peptide, or protein / immunologic factor ]  | 17242 | 17242
mandl | mandl | [C5420658] | [C5420658]| [ quantitative concept ]  |  [ quantitative concept ]  | 88988 | 88988
orthotics | orthotics | [C0813253] | [C0813253]| [ biomedical occupation or discipline ]  |  [ biomedical occupation or discipline ]  | 190445 | 190445
government | government | [C0018104] | [C0018104]| [ organization ]  |  [ organization ]  | 2059 | 2059
known | known | [C0205309] | [C0205309]| [ qualitative concept ]  |  [ qualitative concept ]  | 44483 | 44483
stream | stream | [C0442540] | [C0442540]| [ natural phenomenon or process ]  |  [ natural phenomenon or process ]  | 273816 | 273816
mak | mak | [C1416988] | [C1416988]| [ gene or genome ]  |  [ gene or genome ]  | 6095 | 6095
nurse | nurse and patient | [C0028661] | [C0028658]| [ professional or occupational group ]  |  [ social behavior ]  | 199628 | 199628
coalition | coalition | [C0680207] | [C0680207]| [ social behavior ]  |  [ social behavior ]  | 124203 | 124203
janus kinase inhibitors | janus kinase inhibitors | [C3854325, C3856094] | [C3854325, C3856094]| [ pharmacologic substance ]  ;  [ molecular function ]  |  [ pharmacologic substance ]  ;  [ molecular function ]  | 434789 | 434789
stand | stand | [C1704644] | [C1704644]| [ manufactured object ]  |  [ manufactured object ]  | 18035 | 18035
map | map kinase | [C1150103, C1428456] | [C0752312]| [ molecular function ]  ;  [ gene or genome ]  |  [ amino acid, peptide, or protein / enzyme ]  | 169314 | 169314
leisure | leisure activities | [C0086542] | [C2239225]| [ idea or concept ]  |  [ finding ]  | 182967 | 182967
mar | mar | [C1257994, C1366516] | [C1257994, C1366516]| [ nucleic acid, nucleoside, or nucleotide / biologically active substance ]  ;  [ gene or genome ]  |  [ nucleic acid, nucleoside, or nucleotide / biologically active substance ]  ;  [ gene or genome ]  | 5072 | 5072
twenty | twenty one | [C0724000] | [C3715213]| [ age group ]  |  [ quantitative concept ]  | 428233 | 428233
dpm | dpm | [C1512024, C1634619] | [C1512024, C1634619]| [ intellectual product ]  ;  [ quantitative concept ]  |  [ intellectual product ]  ;  [ quantitative concept ]  | 170746 | 170746
cyclosporine | cyclosporine | [C0337448] | [C0337448]| [ laboratory procedure ]  |  [ laboratory procedure ]  | 21842 | 21842
early intervention | early intervention | [C1964029] | [C1964029]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 208867 | 208867
hallux abductus angle | hallux abductus angle | [C2207041] | [C2207041]| [ finding ]  |  [ finding ]  | 240986 | 240986
systematic review | systematic review | [C1955832] | [C1955832]| [ intellectual product ]  |  [ intellectual product ]  | 4334 | 4334
mba | mba | [C1513006] | [C1513006]| [ intellectual product ]  |  [ intellectual product ]  | 3049 | 3049
url | url | [C1710546] | [C1710546]| [ intellectual product ]  |  [ intellectual product ]  | 91060 | 91060
infection risk | infection risk | [C0582147] | [C0582147]| [ finding ]  |  [ finding ]  | 78740 | 78740
singapore | singapore | [C0037173] | [C0037173]| [ geographic area ]  |  [ geographic area ]  | 111849 | 111849
case reports | case reports | [C0007320] | [C0007320]| [ intellectual product ]  |  [ intellectual product ]  | 22310 | 22310
sickle cell | sickle cell disease | [C0221283] | [C0002895]| [ cell ]  |  [ disease or syndrome ]  | 71260 | 71260
self-esteem | self-esteem | [C0036597] | [C0036597]| [ mental process ]  |  [ mental process ]  | 199816 | 199816
fees | fees | [C0220828] | [C0220828]| [ qualitative concept ]  |  [ qualitative concept ]  | 3699 | 3699
usa | usa | [C0041703] | [C0041703]| [ geographic area ]  |  [ geographic area ]  | 74998 | 74998
mail | mail | [C1447823] | [C1447823]| [ amino acid, peptide, or protein / biologically active substance ]  |  [ amino acid, peptide, or protein / biologically active substance ]  | 10632 | 10632
palliative | palliative therapy | [C1285530] | [C0030231]| [ qualitative concept ]  |  [ therapeutic or preventive procedure ]  | 237576 | 237576
subject | subject headings | [C1550501, C1706203] | [C0038545]| [ functional concept ]  ;  [ idea or concept ]  |  [ intellectual product ]  | 17068 | 17068
recognition | recognition | [C0524637] | [C0524637]| [ mental process ]  |  [ mental process ]  | 177260 | 177260
feel | feel | [C1527305] | [C1527305]| [ mental process ]  |  [ mental process ]  | 199883 | 199883
main | main | [C1542147] | [C1542147]| [ qualitative concept ]  |  [ qualitative concept ]  | 17127 | 17127
nursing | nursing care | [C0006147, C0028677, C0028678] | [C0028678, C0028682]| [ organism function ]  ;  [ biomedical occupation or discipline ]  ;  [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  ;  [ health care activity ]  | 252677 | 252677
task analysis | task analysis | [C0556033] | [C0556033]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 244874 | 244874
circulating | circulating | [C0175630] | [C0175630]| [ functional concept ]  |  [ functional concept ]  | 153659 | 153659
uss | uss | [C1268935] | [C1268935]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 14428 | 14428
viral hepatitis b | viral hepatitis b | [C0019163] | [C0019163]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 78426 | 78426
continuous | continuous | [C0549178] | [C0549178]| [ idea or concept ]  |  [ idea or concept ]  | 24521 | 24521
mcp | mcp | [C1150292, C1413108] | [C1150292, C1413108]| [ molecular function ]  ;  [ gene or genome ]  |  [ molecular function ]  ;  [ gene or genome ]  | 204518 | 204518
mcs | mcs | [C1425386] | [C1425386]| [ gene or genome ]  |  [ gene or genome ]  | 23185 | 23185
credit | credit | [C1546425, C1548282] | [C1546425, C1548282]| [ idea or concept ]  ;  [ idea or concept ]  |  [ idea or concept ]  ;  [ idea or concept ]  | 229154 | 229154
chronic inflammation | chronic inflammation | [C0021376] | [C0021376]| [ pathologic function ]  |  [ pathologic function ]  | 201285 | 201285
combine | combine | [C0336789] | [C0336789]| [ manufactured object ]  |  [ manufactured object ]  | 19918 | 19918
ideal | ideal | [C1512612] | [C1512612]| [ qualitative concept ]  |  [ qualitative concept ]  | 42033 | 42033
bearing | bearing | [C1704689] | [C1704689]| [ medical device ]  |  [ medical device ]  | 240857 | 240857
equipment | equipment | [C1523994] | [C1523994]| [ manufactured object ]  |  [ manufactured object ]  | 166816 | 166816
randomized clinical trial | randomized clinical trial | [C0206034] | [C0206034]| [ research activity ]  |  [ research activity ]  | 114520 | 114520
includes | includes | [C0332257] | [C0332257]| [ functional concept ]  |  [ functional concept ]  | 5691 | 5691
pressure | blood pressure monitoring | [C1306345] | [C1622509]| [ functional concept ]  |  [ medical device ]  | 202443 | 202437
osteitis | osteitis | [C0029400] | [C0029400]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 100718 | 100718
feed | feed | [C0204695] | [C0204695]| [ health care activity ]  |  [ health care activity ]  | 11610 | 11610
background | background | [C1706907] | [C1706907]| [ conceptual entity ]  |  [ conceptual entity ]  | 103759 | 103759
at risk | at risk | [C1444641] | [C1444641]| [ qualitative concept ]  |  [ qualitative concept ]  | 149285 | 149285
light-headedness | light-headedness | [C0220870] | [C0220870]| [ sign or symptom ]  |  [ sign or symptom ]  | 150786 | 150786
flowchart | flowchart | [C0016262] | [C0016262]| [ intellectual product ]  |  [ intellectual product ]  | 162213 | 162213
kinetics | kinetics | [C0022702] | [C0022702]| [ natural phenomenon or process ]  |  [ natural phenomenon or process ]  | 111940 | 111940
mdt | mdt | [C3896649] | [C3896649]| [ temporal concept ]  |  [ temporal concept ]  | 190488 | 190488
chemistries panel | chemistries panel | [C1254572] | [C1254572]| [ laboratory procedure ]  |  [ laboratory procedure ]  | 150621 | 150621
veterans | veterans affairs | [C0042610] | [C1549054]| [ population group ]  |  [ organization ]  | 2021 | 2021
stair | stair | [C1710179] | [C1710179]| [ geographic area ]  |  [ geographic area ]  | 240906 | 240906
upper limb | upper limb | [C1140618, C1269078] | [C1140618, C1269078]| [ body part, organ, or organ component ]  ;  [ body part, organ, or organ component ]  |  [ body part, organ, or organ component ]  ;  [ body part, organ, or organ component ]  | 167567 | 167567
mea | mea | [C1825957] | [C1825957]| [ gene or genome ]  |  [ gene or genome ]  | 17879 | 17879
med | med | [C1413596, C1413597, C1419866, C1456376] | [C1413596, C1413597, C1419866, C1456376]| [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  | 1453 | 1453
breath | breath | [C0225386] | [C0225386]| [ body substance ]  |  [ body substance ]  | 148922 | 148922
visual fields | visual fields | [C0042826] | [C0042826]| [ spatial concept ]  |  [ spatial concept ]  | 147128 | 147128
uncommon | uncommon | [C0522498] | [C0522498]| [ qualitative concept ]  |  [ qualitative concept ]  | 31584 | 31584
paraffin wax | paraffin wax baths | [C0030415] | [C0556907]| [ organic chemical / pharmacologic substance ]  |  [ therapeutic or preventive procedure ]  | 237115 | 237115
mem | mem | [C0343079] | [C0343079]| [ neoplastic process ]  |  [ neoplastic process ]  | 8138 | 8138
hepatitis c virus infection | hepatitis c virus infection | [C0019196] | [C0019196]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 113448 | 113448
men | men | [C1427925] | [C1427925]| [ gene or genome ]  |  [ gene or genome ]  | 206 | 206
repeat | repeat | [C1547730, C1705914] | [C1547730, C1705914]| [ temporal concept ]  ;  [ functional concept ]  |  [ temporal concept ]  ;  [ functional concept ]  | 58498 | 58498
smoking | smoking cessation | [C1548578, C1881674] | [C1095963]| [ intellectual product ]  ;  [ finding ]  |  [ therapeutic or preventive procedure ]  | 202330 | 202330
justification | justification | [C2346608] | [C2346608]| [ qualitative concept ]  |  [ qualitative concept ]  | 77961 | 77961
physical | physical examination | [C1509143] | [C1509143, C1744699]| [ finding ]  |  [ finding ]  ;  [ intellectual product ]  | 133830 | 133830
met | met | [C1417123, C1419433] | [C1417123, C1419433]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 4312 | 4312
make | make | [C0947322] | [C0947322]| [ intellectual product ]  |  [ intellectual product ]  | 81018 | 81018
included | included | [C0332257] | [C0332257]| [ functional concept ]  |  [ functional concept ]  | 10931 | 10931
cirrhosis | cirrhosis | [C1623038] | [C1623038]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 148416 | 148416
clinician | clinician | [C0871685] | [C0871685]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 4718 | 4718
interferon | interferon alfa-2b | [C0733470] | [C0021735]| [ amino acid, peptide, or protein / pharmacologic substance / immunologic factor ]  |  [ amino acid, peptide, or protein / pharmacologic substance / immunologic factor ]  | 114153 | 114153
